
37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	
37.2136	37.2134	37.2132	37.2132	37.2131	37.2131	37.2130	37.2130	37.2130	37.2129	37.2129	37.2128	37.2127	37.2126	37.2124	
37.4040	37.4038	37.4037	37.4035	37.4035	37.4034	37.4033	37.4032	37.4032	37.4031	37.4030	37.4029	37.4028	37.4027	37.4024	
37.5742	37.5740	37.5738	37.5737	37.5736	37.5735	37.5734	37.5733	37.5732	37.5731	37.5730	37.5729	37.5728	37.5726	37.5724	
37.7263	37.7262	37.7260	37.7259	37.7257	37.7256	37.7255	37.7254	37.7253	37.7252	37.7251	37.7250	37.7248	37.7247	37.7245	
37.8626	37.8624	37.8622	37.8621	37.8620	37.8619	37.8618	37.8617	37.8615	37.8614	37.8613	37.8612	37.8611	37.8609	37.8607	
37.9847	37.9845	37.9844	37.9843	37.9841	37.9840	37.9839	37.9838	37.9837	37.9836	37.9835	37.9834	37.9832	37.9831	37.9829	
38.0944	38.0942	38.0941	38.0940	38.0938	38.0937	38.0936	38.0935	38.0934	38.0933	38.0932	38.0931	38.0930	38.0928	38.0927	
38.1930	38.1929	38.1928	38.1927	38.1926	38.1925	38.1924	38.1922	38.1921	38.1920	38.1919	38.1918	38.1917	38.1916	38.1915	
38.2820	38.2819	38.2818	38.2817	38.2816	38.2815	38.2814	38.2813	38.2812	38.2811	38.2810	38.2809	38.2808	38.2807	38.2806	
38.3626	38.3625	38.3624	38.3623	38.3622	38.3621	38.3620	38.3619	38.3618	38.3617	38.3616	38.3615	38.3614	38.3613	38.3612	
38.4357	38.4356	38.4356	38.4355	38.4354	38.4353	38.4352	38.4351	38.4350	38.4349	38.4348	38.4348	38.4347	38.4346	38.4345	
38.5025	38.5024	38.5023	38.5022	38.5021	38.5021	38.5020	38.5019	38.5018	38.5017	38.5016	38.5016	38.5015	38.5014	38.5013	
38.5637	38.5636	38.5635	38.5634	38.5634	38.5633	38.5632	38.5631	38.5631	38.5630	38.5629	38.5628	38.5628	38.5627	38.5626	
38.6202	38.6201	38.6200	38.6200	38.6199	38.6198	38.6197	38.6197	38.6196	38.6195	38.6195	38.6194	38.6193	38.6192	38.6192	
38.6727	38.6727	38.6726	38.6725	38.6725	38.6724	38.6723	38.6723	38.6722	38.6721	38.6721	38.6720	38.6719	38.6719	38.6718	
38.7220	38.7220	38.7219	38.7219	38.7218	38.7217	38.7217	38.7216	38.7215	38.7215	38.7214	38.7213	38.7213	38.7212	38.7211	
38.7688	38.7687	38.7686	38.7686	38.7685	38.7685	38.7684	38.7683	38.7683	38.7682	38.7682	38.7681	38.7680	38.7680	38.7679	
38.8135	38.8134	38.8134	38.8133	38.8133	38.8132	38.8132	38.8131	38.8130	38.8130	38.8129	38.8129	38.8128	38.8127	38.8127	
38.8569	38.8568	38.8568	38.8567	38.8567	38.8566	38.8565	38.8565	38.8564	38.8564	38.8563	38.8563	38.8562	38.8561	38.8561	
38.8995	38.8994	38.8994	38.8993	38.8993	38.8992	38.8991	38.8991	38.8990	38.8990	38.8989	38.8989	38.8988	38.8987	38.8987	
38.9419	38.9418	38.9417	38.9417	38.9416	38.9416	38.9415	38.9415	38.9414	38.9413	38.9413	38.9412	38.9412	38.9411	38.9411	
38.9846	38.9845	38.9845	38.9844	38.9844	38.9843	38.9842	38.9842	38.9841	38.9841	38.9840	38.9839	38.9839	38.9838	38.9838	
39.0282	39.0282	39.0281	39.0280	39.0280	39.0279	39.0279	39.0278	39.0277	39.0277	39.0276	39.0276	39.0275	39.0274	39.0274	
39.0734	39.0733	39.0732	39.0732	39.0731	39.0730	39.0730	39.0729	39.0729	39.0728	39.0727	39.0727	39.0726	39.0725	39.0725	
39.1206	39.1205	39.1205	39.1204	39.1203	39.1203	39.1202	39.1201	39.1201	39.1200	39.1199	39.1199	39.1198	39.1197	39.1197	
39.1706	39.1705	39.1704	39.1704	39.1703	39.1702	39.1702	39.1701	39.1700	39.1699	39.1699	39.1698	39.1697	39.1697	39.1696	
39.2239	39.2239	39.2238	39.2237	39.2236	39.2236	39.2235	39.2234	39.2234	39.2233	39.2232	39.2231	39.2230	39.2230	39.2229	
39.2814	39.2814	39.2813	39.2812	39.2811	39.2810	39.2810	39.2809	39.2808	39.2807	39.2806	39.2805	39.2805	39.2804	39.2803	
39.3438	39.3437	39.3436	39.3435	39.3435	39.3434	39.3433	39.3432	39.3431	39.3430	39.3429	39.3428	39.3428	39.3427	39.3426	
39.4119	39.4118	39.4117	39.4116	39.4115	39.4114	39.4113	39.4112	39.4111	39.4110	39.4109	39.4108	39.4107	39.4106	39.4105	
39.4866	39.4865	39.4864	39.4863	39.4862	39.4861	39.4859	39.4858	39.4857	39.4856	39.4855	39.4854	39.4853	39.4852	39.4851	
39.5689	39.5688	39.5687	39.5686	39.5684	39.5683	39.5682	39.5681	39.5680	39.5679	39.5677	39.5676	39.5675	39.5674	39.5673	
39.6599	39.6598	39.6597	39.6596	39.6594	39.6593	39.6592	39.6590	39.6589	39.6588	39.6587	39.6585	39.6584	39.6583	39.6581	
39.7609	39.7608	39.7606	39.7605	39.7603	39.7602	39.7601	39.7599	39.7598	39.7596	39.7595	39.7593	39.7592	39.7591	39.7589	
39.8732	39.8730	39.8728	39.8727	39.8725	39.8724	39.8722	39.8720	39.8719	39.8717	39.8716	39.8714	39.8713	39.8711	39.8709	
39.9982	39.9980	39.9978	39.9977	39.9975	39.9973	39.9971	39.9970	39.9968	39.9966	39.9964	39.9963	39.9961	39.9959	39.9957	
40.1377	40.1375	40.1373	40.1371	40.1369	40.1367	40.1365	40.1363	40.1361	40.1359	40.1357	40.1355	40.1353	40.1351	40.1349	
40.2935	40.2932	40.2930	40.2928	40.2926	40.2924	40.2922	40.2919	40.2917	40.2915	40.2913	40.2911	40.2908	40.2906	40.2904	
40.4676	40.4674	40.4671	40.4669	40.4667	40.4664	40.4662	40.4659	40.4657	40.4655	40.4652	40.4650	40.4647	40.4645	40.4642	
40.6625	40.6623	40.6620	40.6617	40.6614	40.6612	40.6609	40.6606	40.6604	40.6601	40.6598	40.6596	40.6593	40.6590	40.6588	
40.8807	40.8804	40.8801	40.8798	40.8795	40.8792	40.8789	40.8787	40.8784	40.8781	40.8778	40.8775	40.8772	40.8769	40.8765	
41.1252	41.1248	41.1245	41.1242	41.1238	41.1235	41.1232	41.1229	41.1225	41.1222	41.1219	41.1215	41.1212	41.1209	41.1205	
41.3991	41.3987	41.3983	41.3979	41.3976	41.3972	41.3969	41.3965	41.3962	41.3958	41.3955	41.3951	41.3947	41.3943	41.3940	
41.7061	41.7057	41.7053	41.7049	41.7045	41.7041	41.7037	41.7033	41.7029	41.7025	41.7022	41.7018	41.7014	41.7009	41.7005	
42.0504	42.0499	42.0495	42.0490	42.0486	42.0482	42.0477	42.0473	42.0469	42.0465	42.0461	42.0456	42.0452	42.0447	42.0442	
42.4365	42.4360	42.4354	42.4350	42.4345	42.4340	42.4336	42.4331	42.4327	42.4323	42.4318	42.4313	42.4309	42.4303	42.4298	
42.8695	42.8689	42.8684	42.8678	42.8673	42.8668	42.8664	42.8659	42.8655	42.8650	42.8645	42.8640	42.8635	42.8629	42.8623	
43.3553	43.3546	43.3540	43.3534	43.3529	43.3524	43.3519	43.3515	43.3510	43.3505	43.3500	43.3495	43.3489	43.3483	43.3476	
43.9002	43.8995	43.8988	43.8982	43.8976	43.8971	43.8967	43.8962	43.8957	43.8953	43.8948	43.8942	43.8936	43.8929	43.8922	
44.5115	44.5107	44.5100	44.5093	44.5088	44.5083	44.5079	44.5074	44.5070	44.5066	44.5061	44.5055	44.5049	44.5042	44.5034	
45.1973	45.1964	45.1956	45.1950	45.1945	45.1940	45.1937	45.1933	45.1930	45.1926	45.1922	45.1917	45.1910	45.1903	45.1893	
45.9667	45.9657	45.9649	45.9643	45.9638	45.9635	45.9632	45.9631	45.9629	45.9626	45.9623	45.9618	45.9612	45.9604	45.9594	
46.8297	46.8286	46.8278	46.8273	46.8270	46.8268	46.8268	46.8269	46.8269	46.8269	46.8267	46.8264	46.8258	46.8250	46.8239	
47.7978	47.7966	47.7959	47.7955	47.7954	47.7955	47.7959	47.7963	47.7967	47.7970	47.7972	47.7971	47.7966	47.7959	47.7947	
48.8836	48.8824	48.8817	48.8815	48.8818	48.8824	48.8833	48.8843	48.8853	48.8862	48.8868	48.8870	48.8868	48.8861	48.8848	
50.1013	50.0999	50.0994	50.0997	50.1005	50.1019	50.1036	50.1055	50.1073	50.1089	50.1102	50.1110	50.1112	50.1106	50.1092	
51.4665	51.4651	51.4649	51.4658	51.4676	51.4700	51.4729	51.4760	51.4791	51.4819	51.4842	51.4858	51.4865	51.4862	51.4848	
52.9967	52.9954	52.9958	52.9976	53.0007	53.0048	53.0094	53.0144	53.0193	53.0237	53.0275	53.0303	53.0319	53.0321	53.0307	
54.7112	54.7101	54.7114	54.7148	54.7199	54.7263	54.7335	54.7411	54.7485	54.7554	54.7613	54.7658	54.7687	54.7697	54.7685	
56.6306	56.6306	56.6336	56.6394	56.6474	56.6572	56.6680	56.6793	56.6904	56.7006	56.7094	56.7164	56.7213	56.7236	56.7234	
57.8480	57.8489	57.8534	57.8612	57.8719	57.8847	57.8988	57.9134	57.9275	57.9406	57.9519	57.9610	57.9674	57.9709	57.9713	
59.2011	59.2027	59.2093	59.2205	59.2355	59.2531	59.2724	59.2920	59.3110	59.3284	59.3434	59.3554	59.3640	59.3688	59.3696	
60.6967	60.6993	60.7092	60.7257	60.7472	60.7722	60.7991	60.8262	60.8522	60.8757	60.8959	60.9119	60.9234	60.9299	60.9312	
62.3409	62.3453	62.3605	62.3851	62.4167	62.4529	62.4910	62.5289	62.5645	62.5963	62.6234	62.6447	62.6599	62.6686	62.6706	
64.1384	64.1457	64.1696	64.2072	64.2546	64.3075	64.3621	64.4150	64.4637	64.5066	64.5423	64.5703	64.5900	64.6013	64.6041	
66.0897	66.1022	66.1408	66.2000	66.2725	66.3509	66.4292	66.5028	66.5688	66.6255	66.6718	66.7075	66.7324	66.7467	66.7503	
68.1871	68.2092	68.2744	68.3711	68.4848	68.6023	68.7145	68.8157	68.9031	68.9758	69.0339	69.0778	69.1081	69.1253	69.1297	
70.4058	70.4469	70.5635	70.7294	70.9125	71.0897	71.2485	71.3839	71.4955	71.5848	71.6540	71.7052	71.7400	71.7597	71.7648	
72.6818	72.7632	72.9877	73.2917	73.5948	73.8596	74.0765	74.2483	74.3817	74.4837	74.5601	74.6153	74.6525	74.6735	74.6791	
74.8615	75.0327	75.5009	76.1153	76.6205	76.9952	77.2658	77.4612	77.6030	77.7062	77.7809	77.8340	77.8698	77.8909	77.8977	
76.5822	76.9467	77.9806	79.4497	80.2075	80.6388	80.9049	81.0794	81.1988	81.2825	81.3419	81.3838	81.4131	81.4337	81.4513	
78.4663	79.3572	82.5281	90.0000	90.0000	90.0000	90.0000	90.0000	90.0000	90.0000	90.0000	90.0000	90.0000	90.0000	90.0000	
